ID	Code	OriginCode	Description	Category	IsActive	BeginTime	EndTime	DayPolicyID	WeekPolicyID	LastAcceptTimeSpan	NumeratorUnit	Denominator	IsSinglePrice	IsNormal	OriginType	OriginInactiveTime	AlertVariation	NormalWaitTime	AlertWaitTime	CurrencyID	CommissionFormula	LevyFormula	MarginFormula	PLValueDay	TradePLFormula	InterestFormula	InterestPolicyID	InterestYearDays	OrderTypeMask	MaxDQLot	MaxOtherLot	DQQuoteMinLot	AutoDQMaxLot	AutoLmtMktMaxLot	AcceptDQVariation	AcceptLmtVariation	CancelLmtVariation	MaxMinAdjust	IsBetterPrice	HitTimes	PenetrationPoint	PriceValidTime	UpdatePersonID	UpdateTime	MappingCode	ContractMonth	DailyMaxMove	ContractCurrency	BaseCurrency	DeliveryDay	MOCSession	UseSettlementPriceForInterest	PriceConvertFomulaType	PriceConvertFactor	PriceOriginCode1	PriceOriginCode2	MIT	IsAutoFill	IsPriceEnabled	IsAutoEnablePrice	ExternalExchangeCode	UnderlyingInstrument	SpotPaymentTime	NearInstrumentForSpreadTrading	DistantInstrumentForSpreadTrading	AcceptIfDoneVariation	AllowedSpotTradeOrderSides	CanPlacePendingOrderAtAnyTime	AutoDQDelay	Sequence	SummaryGroupId	SummaryUnit	HolidayAlertDayPolicyID	SummaryQuantity	AutoAcceptMaxLot	AutoCancelMaxLot	UnitId	HitPriceVariationForSTP	AcceptCloseLmtVariation	AllowedNewTradeSides	PhysicalLotDecimal	DeliveryTimeBeginDay	DeliveryTimeEndDay	UpdateAppType	DeliverySpecificationId	InstrumentIcon	EnhancedPriceDigit	ShowPriceSuperscript	OtherFeeFormula	FirstOrderTime	LimitRangeForOrder	DailyLimitPercent	PlaceSptMktTimeSpan
963163B3-3B23-4050-B33A-372BD4323828	P XAU	XAGUSD	P XAU	20	1	2014-04-01 10:34:15.000	9999-12-31 23:59:59.000	2CBA0D4E-CA6F-4949-91D2-C2C2F426B2E2	EA814F74-D123-4842-8BDF-AC45857D97AF	0	1	100	0	1	2	300	10000	12	1	859F7CD0-3C8D-4FF2-84E8-AEF2267DBE0D	0	0	0	0	0	0	AAFF850A-5818-441A-BA2D-154E4D93A362	360	251	20.0000	9.0000	20.0000	9.0000	9.0000	1000	9	9	9	0	9	9	40000	00000000-0000-0000-0000-000000000000	2015-11-25 10:22:30.070	P XAU	999912	0	NULL	NULL	NULL	1	0	0	NULL	NULL	NULL	1	1	0	1	NULL	NULL	NULL	NULL	NULL	10	3	1	9	0	NULL	1	00000000-0000-0000-0000-000000000001	1.0000	9.0000	9.0000	A9BF9B04-D392-4868-80D1-28855CBEC44C	9	9	3	2	1	0	6	NULL	NULL	2	1	5	0	0.000000000	NULL	0
84014274-9067-4A44-A624-38423A8A0B0D	d GBPJPYL	GBPJPY	d GBPJPYL	10	1	2013-03-18 16:20:47.000	9999-12-31 23:59:59.000	2CBA0D4E-CA6F-4949-91D2-C2C2F426B2E2	17AC44EA-FDA0-4C74-993F-280821266240	10	1	10000	0	1	2	3000	3	12	23	0DA665B5-9AA5-49D7-A301-048F1428CA4A	0	0	3	0	0	0	AAFF850A-5818-441A-BA2D-154E4D93A362	360	251	20.0000	9.0000	20.0000	9.0000	69.0000	9	191	9	9	0	9	9	9	00000000-0000-0000-0000-000000000000	2015-12-08 11:40:42.993	d GBPJPYL	999912	0	NULL	NULL	NULL	1	0	0	NULL	NULL	NULL	1	1	0	1	NULL	NULL	NULL	NULL	NULL	10	3	0	9	0	NULL	1	00000000-0000-0000-0000-000000000001	1.0000	9.0000	9.0000	NULL	9	9	1	33	1	0	6	NULL	NULL	2	1	5	0	0.000000000	NULL	0
2A346B2A-BD3D-4950-8CE0-384D5C16A73E	d AUD	AUDUSD	d AUD 	10	1	2010-11-12 15:56:55.000	9999-12-31 23:59:59.000	2CBA0D4E-CA6F-4949-91D2-C2C2F426B2E2	02446B97-D96B-4992-A6E2-30B76C0CD8D8	10	1	10000	0	1	0	60	100000	100	20	0DA665B5-9AA5-49D7-A301-048F1428CA4A	1	1	0	0	0	3	AAFF850A-5818-441A-BA2D-154E4D93A362	360	251	20.0000	8.0000	20.0000	6.0000	66.0000	10	181	1	6	0	6	6	20	00000000-0000-0000-0000-000000000000	2015-12-08 11:41:13.963	d AUD	999912	0	NULL	NULL	NULL	1	0	0	NULL	NULL	NULL	1	1	0	1	NULL	NULL	NULL	NULL	NULL	30	3	0	15	0	04B1A894-2829-448E-8123-DDB2680B65A8	2	00000000-0000-0000-0000-000000000001	1.0000	1.0000	0.0000	NULL	6	8	3	2	1	0	6	NULL	NULL	2	1	5	0	0.000000000	NULL	0
12FF1B0B-CE82-463A-BDBA-39E3068957DE	d HKG	HKG	d HKG	10	1	2010-11-12 15:57:26.000	9999-12-31 23:59:59.000	89A33EBC-A201-40D1-BE96-1F27585BAA9D	C2D579B5-8648-4BC8-BBE0-215A7D64DFA2	10	1	1	0	1	2	3000	3	12	23	ADF04C39-3837-4858-8849-8C4ADC53D250	5	5	0	0	0	0	AAFF850A-5818-441A-BA2D-154E4D93A362	360	251	20.0000	9.0000	20.0000	9.0000	69.0000	9	191	9	9	0	9	9	9	00000000-0000-0000-0000-000000000000	2015-11-25 10:22:30.070	d HKG	999912	0	NULL	NULL	NULL	1	0	0	NULL	NULL	NULL	1	1	0	1	NULL	NULL	NULL	NULL	NULL	30	3	0	9	0	NULL	1	00000000-0000-0000-0000-000000000001	1.0000	9.0000	9.0000	NULL	9	9	3	2	1	0	6	NULL	NULL	2	1	5	0	0.000000000	NULL	0
2C34B5E8-97D8-4C61-8C42-445AB8D94A6B	d LLS	XAGUSD	d LLS黄金白银黄金黄金黄金	10	1	2001-01-01 00:00:00.000	9999-12-31 23:59:59.000	89A33EBC-A201-40D1-BE96-1F27585BAA9D	EA814F74-D123-4842-8BDF-AC45857D97AF	10	1	100	0	1	2	3000	100000000	12	23	0DA665B5-9AA5-49D7-A301-048F1428CA4A	0	0	0	0	0	3	AAFF850A-5818-441A-BA2D-154E4D93A362	360	251	20.0000	9.0000	20.0000	9.0000	69.0000	9	131	9	9	0	9	9	9	00000000-0000-0000-0000-000000000000	2015-11-25 10:22:30.070	d LLS	999912	0	NULL	NULL	NULL	1	0	0	NULL	NULL	NULL	1	1	0	1	NULL	NULL	NULL	NULL	NULL	30	3	0	9	0	NULL	1	00000000-0000-0000-0000-000000000001	1.0000	9.0000	9.0000	A9BF9B04-D392-4868-80D1-28855CBEC44C	9	9	1	2	1	0	6	NULL	NULL	2	1	5	0	0.000000000	NULL	0
706FB632-AB1E-4EA9-B146-4633E39C161E	p jjjk	AUDUSD	p jjjk	20	1	2014-10-16 16:59:58.000	9999-12-31 23:59:59.000	2CBA0D4E-CA6F-4949-91D2-C2C2F426B2E2	EA814F74-D123-4842-8BDF-AC45857D97AF	0	1	10000	0	1	2	60	1000000	12	1	ADF04C39-3837-4858-8849-8C4ADC53D250	0	0	0	0	0	0	AAFF850A-5818-441A-BA2D-154E4D93A362	360	251	20.0000	11.0000	20.0000	8.0000	8.0000	1000	9	8	8	0	9	9	15	00000000-0000-0000-0000-000000000000	2015-12-08 11:41:13.963	p jjjk	999912	0	NULL	NULL	NULL	1	0	0	NULL	NULL	NULL	1	1	0	1	NULL	NULL	NULL	NULL	NULL	10	3	1	9	0	NULL	1	00000000-0000-0000-0000-000000000001	1.0000	9.0000	9.0000	A9BF9B04-D392-4868-80D1-28855CBEC44C	9	9	3	2	1	0	6	25A3A20C-82EC-4A18-908E-7E76A7219C10	NULL	2	1	5	0	0.000000000	NULL	0
783FEFF4-F65A-44E4-9E06-48D9FC534394	P LLG	XAGUSD	p llg	20	1	2013-06-06 16:54:39.000	9999-12-31 23:59:59.000	2CBA0D4E-CA6F-4949-91D2-C2C2F426B2E2	EA814F74-D123-4842-8BDF-AC45857D97AF	10	1	100	0	1	2	3000	10000000	12	23	ADF04C39-3837-4858-8849-8C4ADC53D250	0	0	3	0	2	0	AAFF850A-5818-441A-BA2D-154E4D93A362	360	239	20.0000	9.0000	20.0000	9.0000	9.0000	9	9	9	9	0	9	9	9	00000000-0000-0000-0000-000000000000	2015-11-25 10:22:30.070	P LLG	999912	0	NULL	NULL	NULL	1	0	0	NULL	NULL	NULL	1	1	0	1	NULL	NULL	NULL	NULL	NULL	10	3	1	9	0	NULL	1	00000000-0000-0000-0000-000000000001	1.0000	9.0000	9.0000	A9BF9B04-D392-4868-80D1-28855CBEC44C	9	9	1	1	1	2	6	NULL	NULL	2	1	5	0	0.000000000	NULL	0
3C4B1A43-4D50-4EF3-9FAD-521413BADAF9	P GBP	GBPJPY	P  GBP	20	1	2013-06-06 16:54:38.000	9999-12-31 23:59:59.000	89A33EBC-A201-40D1-BE96-1F27585BAA9D	EA814F74-D123-4842-8BDF-AC45857D97AF	10	1	10000	0	1	2	3000	3	12	23	0DA665B5-9AA5-49D7-A301-048F1428CA4A	0	0	6	0	1	0	AAFF850A-5818-441A-BA2D-154E4D93A362	360	255	20.0000	9.0000	20.0000	9.0000	9.0000	9	9	9	9	0	9	9	9	00000000-0000-0000-0000-000000000000	2015-12-08 11:40:42.993	P  GBP	999912	0	NULL	NULL	NULL	1	0	0	NULL	NULL	NULL	1	1	0	1	NULL	NULL	NULL	NULL	NULL	10	3	1	9	0	NULL	1	00000000-0000-0000-0000-000000000001	1.0000	9.0000	9.0000	A9BF9B04-D392-4868-80D1-28855CBEC44C	9	9	3	3	0	4	6	NULL	NULL	2	1	5	0	0.000000000	NULL	0
FE1C2629-A802-42CE-8B55-55B4295A2086	P XAG	XAUUSD	P XAG	20	1	2014-04-01 09:20:57.000	9999-12-31 23:59:59.000	89A33EBC-A201-40D1-BE96-1F27585BAA9D	EA814F74-D123-4842-8BDF-AC45857D97AF	0	1	10	0	0	2	60	10000000	12	1	BC5AA594-73F3-49C1-B1B5-8EA0271C21DE	0	0	0	0	0	0	AAFF850A-5818-441A-BA2D-154E4D93A362	360	251	20.0000	9.0000	20.0000	9.0000	9.0000	1000	89	9	9	0	9	9	20000	00000000-0000-0000-0000-000000000000	2015-12-08 11:41:12.963	P XAG	999912	0	NULL	NULL	NULL	1	0	0	NULL	NULL	NULL	1	1	0	1	NULL	NULL	NULL	NULL	NULL	10	3	1	9	0	NULL	1	00000000-0000-0000-0000-000000000001	1.0000	9.0000	9.0000	62448E83-F4F2-4AE9-969B-00C53E22BB3F	9	9	3	2	1	0	6	25A3A20C-82EC-4A18-908E-7E76A7219C10	NULL	2	1	5	0	0.000000000	NULL	0
80DE97FC-BBBF-43BF-8F25-5E1FA0BAE710	HKG	HKG	HKG	10	1	2010-11-12 15:35:31.000	9999-12-31 23:59:59.000	89A33EBC-A201-40D1-BE96-1F27585BAA9D	C2D579B5-8648-4BC8-BBE0-215A7D64DFA2	10	1	1	0	1	2	3000	3	12	23	ADF04C39-3837-4858-8849-8C4ADC53D250	0	0	0	0	0	0	AAFF850A-5818-441A-BA2D-154E4D93A362	360	255	20.0000	9.0000	20.0000	9.0000	9.0000	9	9	9	9	0	9	9	9	00000000-0000-0000-0000-000000000000	2015-11-25 10:22:30.070	HKG	999912	0	NULL	NULL	NULL	1	0	0	NULL	NULL	NULL	1	1	0	1	NULL	NULL	NULL	NULL	NULL	30	3	0	9	0	NULL	1	00000000-0000-0000-0000-000000000001	1.0000	9.0000	9.0000	NULL	9	9	1	2	1	0	6	NULL	NULL	2	1	5	0	0.000000000	NULL	0
811CD999-FC50-4E5F-ACE0-6541AF17E53F	BBS	ABBS	ABBS	10	1	2015-07-16 14:18:14.000	9999-12-31 23:59:59.000	98490DB3-FA31-416A-BC2F-B17E58CF00AE	02446B97-D96B-4992-A6E2-30B76C0CD8D8	0	1	1	0	1	1	300	20	0	10	E337F44F-4FCA-4325-B6A3-1F67F37D80DD	0	0	0	0	0	0	3184EE85-94F7-41AE-85C8-479BD30EED1F	360	194	20.0000	50.0000	20.0000	1.0000	1.0000	10	10	10	0	0	1	0	15	00000000-0000-0000-0000-000000000000	2015-11-25 10:22:30.070	ABBS	999912	0	NULL	NULL	NULL	1	0	0	NULL	NULL	NULL	0	1	0	1	NULL	NULL	NULL	NULL	NULL	10	3	0	0	0	NULL	1	00000000-0000-0000-0000-000000000001	1.0000	9999.0000	9999.0000	NULL	9999	10	3	2	1	0	6	NULL	NULL	2	1	5	0	0.000000000	NULL	0
1CE7866F-B8AA-4529-9503-6C013DAF024E	p yyy	AUDUSD	p yyy	20	1	2014-10-16 16:54:06.000	9999-12-31 23:59:59.000	2CBA0D4E-CA6F-4949-91D2-C2C2F426B2E2	EA814F74-D123-4842-8BDF-AC45857D97AF	0	1	10000	0	1	2	60	12	12	1	0DA665B5-9AA5-49D7-A301-048F1428CA4A	0	0	0	0	0	0	3184EE85-94F7-41AE-85C8-479BD30EED1F	360	251	20.0000	11.0000	20.0000	9.0000	9.0000	10000	9	9	9	0	9	9	15	00000000-0000-0000-0000-000000000000	2015-12-08 11:41:13.963	p yyy	999912	0	NULL	NULL	NULL	1	0	0	NULL	NULL	NULL	1	1	0	1	NULL	NULL	NULL	NULL	NULL	10	3	1	9	0	NULL	1	00000000-0000-0000-0000-000000000001	1.0000	9.0000	9.0000	A9BF9B04-D392-4868-80D1-28855CBEC44C	9	9	3	2	1	0	6	3ED70B67-F4A7-44B8-9222-05A2DE375389	NULL	2	1	5	0	0.000000000	NULL	0
2EAB5B94-1A8E-4604-AC38-6F4453A860A8	d GBP	GBPUSD	d GBP	10	1	2010-11-11 15:56:54.000	9999-12-31 23:59:59.000	2CBA0D4E-CA6F-4949-91D2-C2C2F426B2E2	EA814F74-D123-4842-8BDF-AC45857D97AF	10	1	10000	1	1	2	3000	10000	2	100	0DA665B5-9AA5-49D7-A301-048F1428CA4A	0	0	0	0	0	3	AAFF850A-5818-441A-BA2D-154E4D93A362	360	251	20.0000	9.0000	20.0000	9.0000	69.0000	1000	191	9	9	0	9	9	9	00000000-0000-0000-0000-000000000000	2015-11-25 10:22:30.070	d GBP	999912	0	NULL	NULL	NULL	1	0	0	NULL	NULL	NULL	1	1	0	1	NULL	NULL	NULL	NULL	NULL	30	3	0	9	0	3440FD4E-AF03-4094-AEA2-AFB7DEBF4A5B	1	00000000-0000-0000-0000-000000000001	2.0000	9.0000	9.0000	NULL	9	7	0	2	1	0	6	NULL	NULL	2	1	5	0	20.000000000	10.0000	0
2DBF56CC-AC31-451A-877A-73E11D3D7FA5	d AUD3	AUDUSD	d AUD3	10	1	2015-11-13 20:17:17.000	9999-12-31 23:59:59.000	2CBA0D4E-CA6F-4949-91D2-C2C2F426B2E2	C2D579B5-8648-4BC8-BBE0-215A7D64DFA2	0	1	10000	0	1	1	300	20	0	10	0DA665B5-9AA5-49D7-A301-048F1428CA4A	2	3	3	0	1	2	AAFF850A-5818-441A-BA2D-154E4D93A362	360	251	50.0000	50.0000	20.0000	20.0000	20.0000	10	10	10	0	0	1	0	15	00000000-0000-0000-0000-000000000000	2015-12-08 11:41:13.963	d AUD3	999912	0	NULL	NULL	NULL	1	0	0	NULL	NULL	NULL	1	1	0	1	NULL	NULL	NULL	NULL	NULL	10	3	0	0	0	NULL	1	00000000-0000-0000-0000-000000000001	1.0000	9999.0000	9999.0000	NULL	9999	10	3	2	1	0	6	NULL	NULL	2	1	5	0	0.000000000	NULL	0
670590DB-8CE6-4676-AC68-7701FFC5410A	P EUR	EURGBP	P EUR	20	1	2013-06-06 16:54:38.000	9999-12-31 23:59:59.000	2CBA0D4E-CA6F-4949-91D2-C2C2F426B2E2	EA814F74-D123-4842-8BDF-AC45857D97AF	10	1	1000	0	1	2	3000	3	12	23	0DA665B5-9AA5-49D7-A301-048F1428CA4A	0	0	1	0	0	0	AAFF850A-5818-441A-BA2D-154E4D93A362	360	251	20.0000	9.0000	20.0000	9.0000	9.0000	9	9	9	9	0	9	9	9	00000000-0000-0000-0000-000000000000	2015-12-08 11:41:13.963	P EUR	999912	0	NULL	NULL	NULL	1	0	0	NULL	NULL	NULL	1	1	0	1	NULL	NULL	NULL	NULL	NULL	10	3	1	9	0	NULL	1	00000000-0000-0000-0000-000000000001	1.0000	9.0000	9.0000	A9BF9B04-D392-4868-80D1-28855CBEC44C	9	9	1	2	0	1	6	25A3A20C-82EC-4A18-908E-7E76A7219C10	NULL	2	1	5	0	0.000000000	NULL	0
