TradePolicyID	InstrumentID	IsTradeActive	ContractSize	CommissionOpen	CommissionCloseD	CommissionCloseO	LevyOpen	LevyClose	MarginD	MarginO	MarginLockedD	MarginLockedO	InterestCut	InterestRateID	QuotationMask	UpdatePersonID	UpdateTime	AlertLevel1	AlertLevel2	AlertLevel3	SendLotMultipleForJFX	AlertLevel1Lock	AlertLevel2Lock	AlertLevel3Lock	NecessaryRound	MinOpen	OpenMultiplier	MinClose	CloseMultiplier	Option	IsAcceptNewStop	IsAcceptNewMOOMOC	IsAcceptNewLimit	DQMaxMove	PairRelationFactor	GoodTillDate	GoodTillMonthDayOrder	GoodTillMonthSession	GoodTillMonthGTM	GoodTillMonthGTF	DefaultLot	MultipleCloseAllowed	MaxOpenDay	AllowIfDone	CanPlaceMatchOrder	MinCommissionOpen	MinCommissionClose	InstrumentMappingCode	AlertLevel4	AlertLevel4Lock	OIPercent	ChangePlacedOrderAllowed	MarginSpot	MarginSpotSpread	RiskCredit	AccountMaxOpenLot	AllowNewLimitStopSameTime	AllowNewOCO	VolumeNecessaryId	BuyInterestValueDay	SellInterestValueDay	PhysicalValueMatureDay	InstalmentPolicyId	AllowedPhysicalTradeSides	DiscountOfOdd	ValueDiscountAsMargin	PhysicalMinDeliveryQuantity	PhysicalDeliveryIncremental	DeliveryChargeID	InstalmentPledgeDiscount	ShortSellDownPayment	PartPaidPhysicalNecessary	PaymentForm	DeliveryPointGroupId	PrepaymentInterestRateID	PhysicalPaymentDiscountID	BOPolicyID	OtherFeeOpen	OtherFeeClose
208A7CCB-24EC-45CE-B7B7-05C3C920D261	AF10D803-F811-45D1-A0E3-DDB5BAD79FF1	1	500.0000	1.00	0.00	0.00	0.00	0.00	8000.00	8000.00	800.00	800.00	11	367D473F-534F-4975-96B5-77A6B0A97EF5	0	525BBBC6-0E94-4991-BAC1-0CF1D31BBC17	2014-01-03 09:13:55.123	-1.00	-1.00	-1.00	1.0000	-1.00	-1.00	-1.00	8	0.1000	0.1000	0.1000	0.1000	1	1	0	1	10	1.00	1	1	1	0	1	0.1000	0	99999	0	0	0.00	0.00	NULL	-1.00	-1.00	1.00	0	0.00	0.00	0.00	NULL	0	0	NULL	0	0	0	NULL	0	1.00	1.00	0.1000	0.1000	NULL	1.00	0.00	0.00	1	NULL	NULL	NULL	NULL	0.00	0.00
208A7CCB-24EC-45CE-B7B7-05C3C920D261	C3229C34-5D5D-4B58-AE61-E22A0251E3CE	1	10.0000	1.00	0.00	0.00	0.00	0.00	200.00	400.00	300.00	300.00	11	716A7F62-C236-427F-B207-A14DF0C12850	0	525BBBC6-0E94-4991-BAC1-0CF1D31BBC17	2013-10-08 14:49:18.750	-1.00	-1.00	-1.00	1.0000	-1.00	-1.00	-1.00	4	0.0100	0.0100	0.0100	0.0100	1	1	1	1	0	1.00	0	1	0	0	1	0.0100	0	99999	1	1	0.00	0.00	NULL	-1.00	-1.00	1.00	0	0.00	0.00	0.00	NULL	1	0	NULL	0	0	0	NULL	3	1.00	1.00	0.1000	0.1000	NULL	1.00	0.00	0.00	1	NULL	NULL	NULL	NULL	0.00	0.00
208A7CCB-24EC-45CE-B7B7-05C3C920D261	C604B7DB-16C8-4A92-B076-EA0DC38BC84A	1	100.0000	1.00	0.00	0.00	0.00	0.00	12000.00	12000.00	1200.00	1200.00	11	2AFCD432-C54E-45EF-9EF5-18AA0B19A5EE	0	525BBBC6-0E94-4991-BAC1-0CF1D31BBC17	2013-10-08 14:49:18.453	-1.00	-1.00	-1.00	1.0000	-1.00	-1.00	-1.00	8	0.1000	0.1000	0.1000	0.1000	1	1	0	1	5	1.00	1	1	0	1	1	0.1000	0	99999	1	1	0.00	0.00	NULL	-1.00	-1.00	1.00	0	0.00	0.00	0.00	NULL	0	0	NULL	0	0	0	NULL	0	1.00	1.00	0.1000	0.1000	NULL	1.00	0.00	0.00	1	NULL	NULL	NULL	NULL	0.00	0.00
208A7CCB-24EC-45CE-B7B7-05C3C920D261	B0E30D91-0428-4993-AEF6-EFA9AB272125	1	2.0000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11	26E76BE6-724D-4482-9420-A2B77EEC9E19	0	525BBBC6-0E94-4991-BAC1-0CF1D31BBC17	2013-10-08 14:49:18.810	-1.00	-1.00	-1.00	1.0000	-1.00	-1.00	-1.00	4	0.0100	0.0100	0.0100	0.0100	1	1	1	1	0	1.00	0	1	0	1	0	0.5000	0	99999	0	0	0.00	0.00	NULL	-1.00	-1.00	1.00	0	0.00	0.00	0.00	NULL	1	0	NULL	0	0	0	NULL	0	1.00	1.00	0.1000	0.1000	NULL	1.00	0.00	0.00	1	NULL	NULL	NULL	NULL	0.00	0.00
99D8C563-C77B-4C1B-908D-08AE1A4CFC5E	1DFB99D4-2B76-48B0-9109-0A67265F5B9F	1	62500.0000	1.00	0.00	0.00	0.00	0.00	8000.00	8000.00	800.00	800.00	11	F60EB419-FDE3-4543-B844-85B91EA60FA5	0	525BBBC6-0E94-4991-BAC1-0CF1D31BBC17	2013-10-08 14:51:41.207	-1.00	-1.00	-1.00	1.0000	-1.00	-1.00	-1.00	8	0.1000	0.1000	0.1000	0.1000	1	0	0	1	0	1.00	0	1	0	1	1	0.1000	0	99999	0	0	0.00	0.00	NULL	-1.00	-1.00	1.00	0	0.00	0.00	0.00	NULL	0	0	NULL	0	0	0	NULL	0	1.00	1.00	0.1000	0.1000	NULL	1.00	0.00	0.00	1	NULL	NULL	NULL	NULL	0.00	0.00
99D8C563-C77B-4C1B-908D-08AE1A4CFC5E	2E42C798-97E7-4702-AFBA-0E6ABA0575D6	1	100.0000	1.00	0.00	0.00	0.00	0.00	8000.00	8000.00	800.00	800.00	11	367D473F-534F-4975-96B5-77A6B0A97EF5	0	525BBBC6-0E94-4991-BAC1-0CF1D31BBC17	2013-10-08 14:51:40.080	-1.00	-1.00	-1.00	1.0000	-1.00	-1.00	-1.00	8	0.1000	0.1000	0.1000	0.1000	1	1	0	1	0	1.00	0	1	0	1	1	0.1000	0	99999	0	0	0.00	0.00	NULL	-1.00	-1.00	1.00	0	0.00	0.00	0.00	NULL	0	0	NULL	0	0	0	NULL	0	1.00	1.00	0.1000	0.1000	NULL	1.00	0.00	0.00	1	NULL	NULL	NULL	NULL	0.00	0.00
99D8C563-C77B-4C1B-908D-08AE1A4CFC5E	F596340C-66C0-4B2F-9286-35131032B2D1	1	100.0000	1.00	0.00	0.00	0.00	0.00	12000.00	12000.00	1200.00	1200.00	11	2AFCD432-C54E-45EF-9EF5-18AA0B19A5EE	0	525BBBC6-0E94-4991-BAC1-0CF1D31BBC17	2013-10-08 14:51:42.427	-1.00	-1.00	-1.00	1.0000	-1.00	-1.00	-1.00	8	0.1000	0.1000	0.1000	0.1000	1	1	0	1	0	1.00	0	1	0	1	1	0.1000	0	99999	0	0	0.00	0.00	NULL	-1.00	-1.00	1.00	0	0.00	0.00	0.00	NULL	0	0	NULL	0	0	0	NULL	0	1.00	1.00	0.1000	0.1000	NULL	1.00	0.00	0.00	1	NULL	NULL	NULL	NULL	0.00	0.00
99D8C563-C77B-4C1B-908D-08AE1A4CFC5E	33C4C6E2-E33C-4A21-A01A-35F4EC647890	1	100000.0000	1.00	0.00	0.00	0.00	0.00	8000.00	8000.00	800.00	800.00	11	E31C04B8-C9CE-4DD7-8E96-C3ED1BED652C	0	525BBBC6-0E94-4991-BAC1-0CF1D31BBC17	2013-10-08 14:51:40.283	-1.00	-1.00	-1.00	1.0000	-1.00	-1.00	-1.00	8	0.1000	0.1000	0.1000	0.1000	1	1	0	1	0	1.00	0	1	0	1	1	0.1000	0	99999	0	0	0.00	0.00	NULL	-1.00	-1.00	1.00	0	0.00	0.00	0.00	NULL	0	0	NULL	0	0	0	NULL	0	1.00	1.00	0.1000	0.1000	NULL	1.00	0.00	0.00	1	NULL	NULL	NULL	NULL	0.00	0.00
99D8C563-C77B-4C1B-908D-08AE1A4CFC5E	80DE97FC-BBBF-43BF-8F25-5E1FA0BAE710	1	100.0000	1.00	0.00	0.00	0.00	0.00	12000.00	12000.00	1200.00	1200.00	11	CFF07473-D6D5-40FD-A376-8BA5A2C9AABA	0	525BBBC6-0E94-4991-BAC1-0CF1D31BBC17	2013-10-08 14:51:42.017	-1.00	-1.00	-1.00	1.0000	-1.00	-1.00	-1.00	8	0.1000	0.1000	0.1000	0.1000	1	1	0	1	0	1.00	0	1	0	1	1	0.1000	0	99999	0	0	0.00	0.00	NULL	-1.00	-1.00	1.00	0	0.00	0.00	0.00	NULL	0	0	NULL	0	0	0	NULL	0	1.00	1.00	0.1000	0.1000	NULL	1.00	0.00	0.00	1	NULL	NULL	NULL	NULL	0.00	0.00
99D8C563-C77B-4C1B-908D-08AE1A4CFC5E	A2EB0B26-04B1-4F48-AC00-7BB175D9592C	1	62500.0000	1.00	0.00	0.00	0.00	0.00	8000.00	8000.00	800.00	800.00	11	26E76BE6-724D-4482-9420-A2B77EEC9E19	0	525BBBC6-0E94-4991-BAC1-0CF1D31BBC17	2013-10-08 14:51:41.047	-1.00	-1.00	-1.00	1.0000	-1.00	-1.00	-1.00	8	0.1000	0.1000	0.1000	0.1000	1	1	0	1	0	1.00	0	1	0	1	1	0.1000	0	99999	0	0	0.00	0.00	NULL	-1.00	-1.00	1.00	0	0.00	0.00	0.00	NULL	0	0	NULL	0	0	0	NULL	0	1.00	1.00	0.1000	0.1000	NULL	1.00	0.00	0.00	1	NULL	NULL	NULL	NULL	0.00	0.00
99D8C563-C77B-4C1B-908D-08AE1A4CFC5E	C2EF11CC-E976-4A68-9D9E-8B7DDAFA89F3	1	100000.0000	1.00	0.00	0.00	0.00	0.00	8000.00	8000.00	800.00	800.00	11	24541E57-DBC7-4F47-91F8-CB81BD4F86FB	0	525BBBC6-0E94-4991-BAC1-0CF1D31BBC17	2013-10-08 14:51:40.593	-1.00	-1.00	-1.00	1.0000	-1.00	-1.00	-1.00	8	0.1000	0.1000	0.1000	0.1000	1	1	0	1	0	1.00	0	1	0	1	1	0.1000	0	99999	0	0	0.00	0.00	NULL	-1.00	-1.00	1.00	0	0.00	0.00	0.00	NULL	0	0	NULL	0	0	0	NULL	0	1.00	1.00	0.1000	0.1000	NULL	1.00	0.00	0.00	1	NULL	NULL	NULL	NULL	0.00	0.00
99D8C563-C77B-4C1B-908D-08AE1A4CFC5E	AF10D803-F811-45D1-A0E3-DDB5BAD79FF1	1	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11	26E76BE6-724D-4482-9420-A2B77EEC9E19	0	525BBBC6-0E94-4991-BAC1-0CF1D31BBC17	2013-10-08 14:51:41.703	-1.00	-1.00	-1.00	1.0000	-1.00	-1.00	-1.00	4	1.0000	1.0000	1.0000	1.0000	1	1	1	1	0	1.00	0	1	0	1	0	1.0000	0	99999	0	0	0.00	0.00	NULL	-1.00	-1.00	1.00	0	0.00	0.00	0.00	NULL	1	0	NULL	0	0	0	NULL	0	1.00	1.00	0.1000	0.1000	NULL	1.00	0.00	0.00	1	NULL	NULL	NULL	NULL	0.00	0.00
99D8C563-C77B-4C1B-908D-08AE1A4CFC5E	2603E653-910A-47EA-B2E9-E7AC78721B6A	1	2500.0000	1.00	0.00	0.00	0.00	0.00	12000.00	12000.00	1200.00	1200.00	11	13FEC3EF-B6F4-4850-937B-6D19DD678DA4	0	525BBBC6-0E94-4991-BAC1-0CF1D31BBC17	2013-10-08 14:51:42.580	-1.00	-1.00	-1.00	1.0000	-1.00	-1.00	-1.00	8	0.1000	0.1000	0.1000	0.1000	1	1	0	1	0	1.00	0	1	0	1	1	0.1000	0	99999	0	0	0.00	0.00	NULL	-1.00	-1.00	1.00	0	0.00	0.00	0.00	NULL	0	0	NULL	0	0	0	NULL	0	1.00	1.00	0.1000	0.1000	NULL	1.00	0.00	0.00	1	NULL	NULL	NULL	NULL	0.00	0.00
99D8C563-C77B-4C1B-908D-08AE1A4CFC5E	B0E30D91-0428-4993-AEF6-EFA9AB272125	1	125000.0000	1.00	0.00	0.00	0.00	0.00	8000.00	8000.00	800.00	800.00	11	C981279E-D671-4D96-8790-DC50F2045730	0	525BBBC6-0E94-4991-BAC1-0CF1D31BBC17	2013-10-08 14:51:40.767	-1.00	-1.00	-1.00	1.0000	-1.00	-1.00	-1.00	8	0.1000	0.1000	0.1000	0.1000	1	1	0	1	0	1.00	0	1	0	1	1	0.1000	0	99999	0	0	0.00	0.00	NULL	-1.00	-1.00	1.00	0	0.00	0.00	0.00	NULL	0	0	NULL	0	0	0	NULL	0	1.00	1.00	0.1000	0.1000	NULL	1.00	0.00	0.00	1	NULL	NULL	NULL	NULL	0.00	0.00
6DBB43A2-69FC-4B8E-AC77-16485C7B175F	B2EF248D-4EEB-465C-B178-348411C79C41	1	10.0000	6.00	6.00	10.00	5.00	5.00	10.00	12.00	5.00	6.00	11	26E76BE6-724D-4482-9420-A2B77EEC9E19	0	525BBBC6-0E94-4991-BAC1-0CF1D31BBC17	2013-12-31 14:32:37.387	-1.00	-1.00	-1.00	1.0000	-1.00	-1.00	-1.00	4	1.0000	0.1000	1.0000	1.0000	1	1	1	1	10	1.00	1	1	1	1	1	1.0000	1	99999	1	1	0.00	0.00	NULL	-1.00	-1.00	1.00	1	10.00	10.00	0.00	NULL	0	1	9C226E49-B387-435D-B11C-6F25B9DA6689	0	0	0	NULL	0	1.00	1.00	0.1000	0.1000	NULL	1.00	0.00	0.00	1	NULL	NULL	NULL	NULL	0.00	0.00
6DBB43A2-69FC-4B8E-AC77-16485C7B175F	F596340C-66C0-4B2F-9286-35131032B2D1	1	10.0000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11	E31C04B8-C9CE-4DD7-8E96-C3ED1BED652C	0	525BBBC6-0E94-4991-BAC1-0CF1D31BBC17	2014-03-26 11:30:46.140	-1.00	-1.00	-1.00	1.0000	-1.00	-1.00	-1.00	4	1.0000	1.0000	1.0000	1.0000	1	1	1	1	23	1.00	0	1	0	0	0	1.0000	0	99999	0	0	0.00	0.00	NULL	-1.00	-1.00	1.00	0	0.00	0.00	0.00	NULL	1	0	NULL	0	0	0	NULL	3	1.00	1.00	0.0000	0.0000	NULL	1.00	0.00	0.00	1	NULL	NULL	NULL	NULL	0.00	0.00
6DBB43A2-69FC-4B8E-AC77-16485C7B175F	33C4C6E2-E33C-4A21-A01A-35F4EC647890	1	10.0000	1.00	1.00	5.00	5.00	5.00	5.00	5.00	5.00	5.00	11	716A7F62-C236-427F-B207-A14DF0C12850	0	525BBBC6-0E94-4991-BAC1-0CF1D31BBC17	2013-12-31 14:32:37.387	-1.00	-1.00	-1.00	1.0000	-1.00	-1.00	-1.00	4	1.0000	1.0000	1.0000	1.0000	1	1	1	1	0	1.00	0	1	0	1	0	1.0000	1	99999	1	1	0.00	0.00	NULL	-1.00	-1.00	1.00	1	5.00	0.00	0.00	NULL	1	1	NULL	0	0	0	NULL	0	1.00	1.00	0.1000	0.1000	NULL	1.00	0.00	0.00	1	NULL	NULL	NULL	NULL	0.00	0.00
6DBB43A2-69FC-4B8E-AC77-16485C7B175F	84014274-9067-4A44-A624-38423A8A0B0D	1	10.0000	5.00	5.00	5.00	5.00	5.00	5.00	5.00	5.00	5.00	11	F60EB419-FDE3-4543-B844-85B91EA60FA5	0	525BBBC6-0E94-4991-BAC1-0CF1D31BBC17	2013-12-31 14:32:37.387	-1.00	-1.00	-1.00	1.0000	-1.00	-1.00	-1.00	4	1.0000	1.0000	1.0000	1.0000	1	1	1	1	0	1.00	1	1	1	1	1	1.0000	1	99999	1	1	0.00	0.00	NULL	-1.00	-1.00	1.00	1	5.00	0.00	0.00	NULL	1	1	NULL	0	0	0	NULL	0	1.00	1.00	0.1000	0.1000	NULL	1.00	0.00	0.00	1	NULL	NULL	NULL	NULL	0.00	0.00
6DBB43A2-69FC-4B8E-AC77-16485C7B175F	2A346B2A-BD3D-4950-8CE0-384D5C16A73E	1	1.0000	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	11	716A7F62-C236-427F-B207-A14DF0C12850	0	525BBBC6-0E94-4991-BAC1-0CF1D31BBC17	2014-08-11 16:54:56.413	-1.00	-1.00	-1.00	1.0000	-1.00	-1.00	-1.00	4	1.0000	1.0000	1.0000	1.0000	1	1	1	1	1000	1.00	1	1	1	1	1	1.0000	0	99999	1	1	0.00	0.00	NULL	-1.00	-1.00	1.00	1	1.00	0.00	0.00	NULL	1	1	NULL	0	0	0	NULL	0	1.00	1.00	0.1000	0.1000	NULL	1.00	0.00	0.00	1	NULL	NULL	NULL	NULL	0.00	0.00
6DBB43A2-69FC-4B8E-AC77-16485C7B175F	12FF1B0B-CE82-463A-BDBA-39E3068957DE	1	10.0000	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	11	26E76BE6-724D-4482-9420-A2B77EEC9E19	0	525BBBC6-0E94-4991-BAC1-0CF1D31BBC17	2013-12-31 14:32:37.387	-1.00	-1.00	-1.00	1.0000	-1.00	-1.00	-1.00	4	1.0000	1.0000	1.0000	1.0000	1	1	1	1	0	1.00	1	1	1	1	1	1.0000	0	99999	1	1	0.00	0.00	NULL	-1.00	-1.00	1.00	1	1.00	0.00	0.00	NULL	1	1	NULL	0	0	0	NULL	0	1.00	1.00	0.1000	0.1000	NULL	1.00	0.00	0.00	1	NULL	NULL	NULL	NULL	0.00	0.00
